date,yield_rate
2006-01-30,3.500613508841822
2006-01-31,3.50406752714801
2006-02-01,3.5083467312949206
2006-02-02,3.56286549792055
2006-02-03,3.54533041928387
2006-02-06,3.5041323875388857
2006-02-07,3.5146540150053367
2006-02-08,3.536452465351409
2006-02-09,3.5360618131521964
2006-02-10,3.477819559040464
2006-02-13,3.5244945974099844
2006-02-14,3.541226944194082
2006-02-15,3.5416390734483896
2006-02-16,3.5470641531155116
2006-02-17,3.511069402314086
2006-02-20,3.4745793326370866
2006-02-21,3.4958598209179277
2006-02-22,3.4631614489848808
2006-02-23,3.493746147616054
2006-02-24,3.51777990255246
2006-02-27,3.537666069795791
2006-02-28,3.523746589263721
2006-03-01,3.5338625450298533
2006-03-02,3.589268802929232
2006-03-03,3.634949593980572
2006-03-06,3.6178260561466042
2006-03-07,3.628400623955457
2006-03-08,3.664544039643319
2006-03-09,3.678963159531306
2006-03-10,3.718534928125541
2006-03-13,3.7212380498650264
2006-03-14,3.683976295820951
2006-03-15,3.687748229652351
2006-03-16,3.6943089151501205
2006-03-17,3.7210052272026886
2006-03-20,3.6897171283253374
2006-03-21,3.70755778684254
2006-03-22,3.6697024229367035
2006-03-23,3.683787189376301
2006-03-24,3.692213784397044
2006-03-27,3.665656925138886
2006-03-28,3.751434824465821
2006-03-29,3.7849387946392636
2006-03-30,3.8134603592249747
2006-03-31,3.816313660640099
2006-04-03,3.8897913630451746
2006-04-04,3.877282118124961
2006-04-05,3.892255839246532
2006-04-06,3.9042343979301357
2006-04-07,3.9571510190392702
2006-04-10,3.93758835770571
2006-04-11,3.9146260436316442
2006-04-12,3.908150677553358
2006-04-13,3.995930420501137
2006-04-18,3.9978210464416457
2006-04-19,3.989638206052436
2006-04-20,3.9844807837550857
2006-04-21,3.971849926452136
2006-04-24,3.991136284577708
2006-04-25,4.066409733900662
2006-04-26,4.08052546739017
2006-04-27,4.0381798543095355
2006-04-28,4.024394161122969
2006-05-02,4.029963384857916
2006-05-03,4.04209991322219
2006-05-04,4.063002273500287
2006-05-05,4.032311334857877
2006-05-08,4.0374153559557495
2006-05-09,4.060139596717568
2006-05-10,4.041030157413896
2006-05-11,4.104113037357078
2006-05-12,4.091683486506838
2006-05-15,4.101082110817117
2006-05-16,4.054104285265989
2006-05-17,4.102629065900926
2006-05-18,4.065062670129077
2006-05-19,4.032610546060451
2006-05-22,3.966033510196879
2006-05-23,3.9515184290168834
2006-05-24,3.9187248671177533
2006-05-25,3.9061926383102916
2006-05-26,3.9057758158181035
2006-05-29,3.927544917815739
2006-05-30,3.969343513406531
2006-05-31,3.9954152269365113
2006-06-01,4.026099646865788
2006-06-02,3.96758734387259
2006-06-05,3.971227439310909
2006-06-06,4.028999706358346
2006-06-07,4.049300446389719
2006-06-08,4.02465305468859
2006-06-09,3.96671930578203
2006-06-12,3.952569198935729
2006-06-13,3.9244936887910233
2006-06-14,3.9262738568287867
2006-06-15,3.979709392143567
2006-06-16,3.968542192016923
2006-06-19,3.998415298737463
2006-06-20,4.0038232455680856
2006-06-21,4.047960900148594
2006-06-22,4.063548104904034
2006-06-23,4.109568173922918
2006-06-26,4.119774894248954
2006-06-27,4.121724053546557
2006-06-28,4.122152498985691
2006-06-29,4.088010402918833
2006-06-30,4.103100162212514
2006-07-03,4.1008078656775
2006-07-04,4.1010287442039886
2006-07-05,4.148807635690817
2006-07-06,4.136791368397374
2006-07-07,4.1025328050233725
2006-07-10,4.107092160744076
2006-07-11,4.091964244284528
2006-07-12,4.109965099620631
2006-07-13,4.076095112333364
2006-07-14,4.024573664054681
2006-07-17,4.025441556240055
2006-07-18,4.042387152049845
2006-07-19,4.041815747914965
2006-07-20,4.017592837535713
2006-07-21,3.9820674018163738
2006-07-24,3.9786071173600526
2006-07-25,3.9770072335925146
2006-07-26,4.01777902344417
2006-07-27,3.9746544705066436
2006-07-28,3.958014007523051
2006-07-31,3.9727032579780026
2006-08-01,3.9943055769021147
2006-08-02,3.9833463481642455
2006-08-03,4.007096875535272
2006-08-04,3.9589871182738663
2006-08-07,3.9672898347104177
2006-08-08,3.9629143969185727
2006-08-09,3.9892588830081372
2006-08-10,3.9824544940273965
2006-08-11,4.017111423580159
2006-08-14,4.0566724596794215
2006-08-15,4.022017802177902
2006-08-16,3.994272207827692
2006-08-17,3.9587081663068653
2006-08-18,3.9623793395345333
2006-08-21,3.9168155232573385
2006-08-22,3.871414336927561
2006-08-23,3.8599702938254854
2006-08-24,3.863906872954062
2006-08-25,3.867714516911711
2006-08-28,3.8738357917706736
2006-08-29,3.8818883436525105
2006-08-30,3.8564139277192506
2006-08-31,3.818126216569512
2006-09-01,3.8022329253235316
2006-09-04,3.801773322942186
2006-09-05,3.8257502274801367
2006-09-06,3.8825352623819867
2006-09-07,3.898264312774358
2006-09-08,3.820756292257264
2006-09-11,3.837794546513936
2006-09-12,3.8688000051923503
2006-09-13,3.864226672679414
2006-09-14,3.8337147639758458
2006-09-15,3.7948338270527855
2006-09-18,3.8568387491288862
2006-09-19,3.8139945027671978
2006-09-20,3.794168980551154
2006-09-21,3.804411810048842
2006-09-22,3.7363794277307782
2006-09-25,3.7161355750150036
2006-09-26,3.7032469277062607
2006-09-27,3.6906092263776427
2006-09-28,3.722080317994998
2006-09-29,3.7240407716270054
2006-10-02,3.748480308564861
2006-10-03,3.701499959939757
2006-10-04,3.6887983311877353
2006-10-05,3.680073760386727
2006-10-06,3.7224887839912757
2006-10-09,3.7373075782034455
2006-10-10,3.765548399951896
2006-10-11,3.773943512976101
2006-10-12,3.7755855303823367
2006-10-13,3.7971796801804163
2006-10-16,3.8032500192123133
2006-10-17,3.7721989372843767
2006-10-18,3.789151070604259
2006-10-19,3.817647276637678
2006-10-20,3.8114822436905342
2006-10-23,3.8474406391695473
2006-10-24,3.8437510608674783
2006-10-25,3.856003630640361
2006-10-26,3.8366148989843807
2006-10-27,3.7822044438141393
2006-10-30,3.7635302272805955
2006-10-31,3.7906716591742216
2006-11-01,3.7465101717616336
2006-11-02,3.7481658464935412
2006-11-03,3.7796897923139086
2006-11-06,3.808068700554104
2006-11-07,3.7643524595920494
2006-11-08,3.7610011642735612
2006-11-09,3.7687436578118962
2006-11-10,3.7479438521346076
2006-11-13,3.7598237846135487
2006-11-14,3.7387615290244223
2006-11-15,3.7630891143803558
2006-11-16,3.7575974661516387
2006-11-17,3.7648785171631385
2006-11-20,3.7406489990818312
2006-11-21,3.73974709683248
2006-11-22,3.7401879139485064
2006-11-23,3.7602407478639575
2006-11-24,3.732886933462967
2006-11-27,3.7510027448227685
2006-11-28,3.7264294725232947
2006-11-29,3.7255588074737425
2006-11-30,3.7311541515794686
2006-12-01,3.7212582664351874
2006-12-04,3.7045557850146897
2006-12-05,3.698963323123956
2006-12-06,3.7143753341348296
2006-12-07,3.727732189739587
2006-12-08,3.723115232358285
2006-12-11,3.767795490923233
2006-12-12,3.7641438838954944
2006-12-13,3.758152613911677
2006-12-14,3.805305072378789
2006-12-15,3.8011118784439266
2006-12-18,3.845004841532055
2006-12-19,3.8819876238618765
2006-12-20,3.893453561367968
2006-12-21,3.9058996977980227
2006-12-22,3.904081883654092
2006-12-27,3.9339526120965354
2006-12-28,3.969199126847096
2006-12-29,3.976019190668191
2007-01-02,3.955759764785133
2007-01-03,3.9527060358962793
2007-01-04,3.965030688297424
2007-01-05,3.99911038990196
2007-01-08,4.001203917276387
2007-01-09,4.013364763988189
2007-01-10,4.032663715411364
2007-01-11,4.030375423971093
2007-01-12,4.070193384606637
2007-01-15,4.0667875946809255
2007-01-16,4.049195036829894
2007-01-17,4.050212436893748
2007-01-18,4.0982931785987615
2007-01-19,4.052389888706415
2007-01-22,4.044328779220023
2007-01-23,4.03013837465556
2007-01-24,4.0477384611772855
2007-01-25,4.068530386494666
2007-01-26,4.116143054093354
2007-01-29,4.113817275729144
2007-01-30,4.098517668434984
2007-01-31,4.099259955036462
2007-02-01,4.059283125695029
2007-02-02,4.092115833642842
2007-02-05,4.042082971280766
2007-02-06,4.042239384167163
2007-02-07,4.029130487835757
2007-02-08,4.039217846225202
2007-02-09,4.067013087249921
2007-02-12,4.095455042509981
2007-02-13,4.103507006160799
2007-02-14,4.0961552232137945
2007-02-15,4.043192487476124
2007-02-16,4.037843743553326
2007-02-19,4.060223573117656
2007-02-20,4.071940280024418
2007-02-21,4.0550103611677875
2007-02-22,4.06681436659562
2007-02-23,4.038795687898644
2007-02-26,3.9990541783199807
2007-02-27,3.979315298730353
2007-02-28,3.9573890068332993
2007-03-01,3.9480407136208577
2007-03-02,3.9542622838821657
2007-03-05,3.924842494601576
2007-03-06,3.9337780922769165
2007-03-07,3.942096367614286
2007-03-08,3.9425396100359413
2007-03-09,3.9654106716116146
2007-03-12,3.946741831786976
2007-03-13,3.9332430246353463
2007-03-14,3.913721492293002
2007-03-15,3.9298144421209664
2007-03-16,3.9347742514660538
2007-03-19,3.949599195849754
2007-03-20,3.931940507222286
2007-03-21,3.9472601857835747
2007-03-22,3.94424778129522
2007-03-23,4.011703572415588
2007-03-26,4.0230609603279905
2007-03-27,4.033205573261039
2007-03-28,4.049414124680433
2007-03-29,4.060970566565064
2007-03-30,4.062165172725573
2007-04-02,4.0698087727878365
2007-04-03,4.096630584922004
2007-04-04,4.0834147547666255
2007-04-05,4.091480555348951
2007-04-10,4.133882160007479
2007-04-11,4.144570301103409
2007-04-12,4.181185711465348
2007-04-13,4.216793680003958
2007-04-16,4.212844774973295
2007-04-17,4.194946257889298
2007-04-18,4.158970433050929
2007-04-19,4.180881425056495
2007-04-20,4.2087169860069995
2007-04-23,4.194061942051812
2007-04-24,4.1683568947615335
2007-04-25,4.185262909424795
2007-04-26,4.193571226555201
2007-04-27,4.223735386103576
2007-04-30,4.1707810127373826
2007-05-02,4.201491483032295
2007-05-03,4.22537615924195
2007-05-04,4.190978951857871
2007-05-07,4.221073247267965
2007-05-08,4.191886859761932
2007-05-09,4.218480977322087
2007-05-10,4.218455821350187
2007-05-11,4.187630032316847
2007-05-14,4.263055067885567
2007-05-15,4.288476895649555
2007-05-16,4.3077157298691535
2007-05-17,4.300734013319927
2007-05-18,4.308590563698758
2007-05-21,4.325894699357782
2007-05-22,4.329543668433427
2007-05-23,4.338040477718441
2007-05-24,4.359226877288106
2007-05-25,4.361210363483306
2007-05-28,4.365875367198057
2007-05-29,4.377341135684252
2007-05-30,4.381828241155274
2007-05-31,4.404033175714065
2007-06-01,4.424028403598252
2007-06-04,4.432625812514578
2007-06-05,4.455535784583862
2007-06-06,4.457500591202604
2007-06-07,4.508308494078924
2007-06-08,4.548621477248104
2007-06-11,4.541253612938437
2007-06-12,4.594712120456023
2007-06-13,4.63463014722191
2007-06-14,4.611305537132375
2007-06-15,4.655183902434621
2007-06-18,4.655118062231772
2007-06-19,4.612696623309995
2007-06-20,4.6403019682133335
2007-06-21,4.626546093649958
2007-06-22,4.657915185804869
2007-06-25,4.602436428620624
2007-06-26,4.596923083638623
2007-06-27,4.539292109502818
2007-06-28,4.557638739088536
2007-06-29,4.5534561576328985
2007-07-02,4.532932625895617
2007-07-03,4.5367733347397525
2007-07-04,4.591169444084191
2007-07-05,4.637639315676811
2007-07-06,4.675795801546323
2007-07-09,4.666663130060397
2007-07-10,4.601266980653142
2007-07-11,4.5670870867310365
2007-07-12,4.615967872328817
2007-07-13,4.6101650710118385
2007-07-16,4.600487683189192
2007-07-17,4.600080311365777
2007-07-18,4.595950398936701
2007-07-19,4.584549543856557
2007-07-20,4.483598995011362
2007-07-23,4.462614229782469
2007-07-24,4.461077846405062
2007-07-25,4.453918781100973
2007-07-26,4.4152933631900195
2007-07-27,4.408173432699021
2007-07-30,4.402385228545234
2007-07-31,4.434363017587972
2007-08-01,4.409462631384384
2007-08-02,4.442941165308696
2007-08-03,4.401976980038434
2007-08-06,4.398385200655876
2007-08-07,4.416764410780293
2007-08-08,4.4736393414407924
2007-08-09,4.430198560899988
2007-08-10,4.426498173986629
2007-08-13,4.441893250617571
2007-08-14,4.46210636821894
2007-08-15,4.404240074695592
2007-08-16,4.35824828273103
2007-08-17,4.360017933500872
2007-08-20,4.380020228428451
2007-08-21,4.34157565962779
2007-08-22,4.379140039089624
2007-08-23,4.382869413507636
2007-08-24,4.349225510796545
2007-08-27,4.367025125368483
2007-08-28,4.350005218709429
2007-08-29,4.322317747038507
2007-08-30,4.348705209445048
2007-08-31,4.395376102088411
2007-09-03,4.375017543146667
2007-09-04,4.3591970425797335
2007-09-05,4.347376901653033
2007-09-06,4.341198219727781
2007-09-07,4.314491993328362
2007-09-10,4.256326414524367
2007-09-11,4.2427112682165316
2007-09-12,4.262898445818266
2007-09-13,4.290653863440852
2007-09-14,4.264738652271828
2007-09-17,4.2919043758333375
2007-09-18,4.326646674719304
2007-09-19,4.370994439957818
2007-09-20,4.42089417566707
2007-09-21,4.438759155786913
2007-09-24,4.440601897013757
2007-09-25,4.414408771068546
2007-09-26,4.480352630323209
2007-09-27,4.475917374793071
2007-09-28,4.432242976562636
2007-10-01,4.431934503832334
2007-10-02,4.413944204912862
2007-10-03,4.375030200471668
2007-10-04,4.3757672865956065
2007-10-05,4.421339003583746
2007-10-08,4.4225413382592835
2007-10-09,4.385556040707821
2007-10-10,4.433037900648393
2007-10-11,4.4584786869034625
2007-10-12,4.47037182826557
2007-10-15,4.492420873084682
2007-10-16,4.50198404580791
2007-10-17,4.485728579510256
2007-10-18,4.405693100950849
2007-10-19,4.361784584693035
2007-10-22,4.2851872269293425
2007-10-23,4.294247035492034
2007-10-24,4.257215798939466
2007-10-25,4.248680794749645
2007-10-26,4.278154656337583
2007-10-29,4.266396001190753
2007-10-30,4.295615651216566
2007-10-31,4.33607171431639
2007-11-01,4.310919883802089
2007-11-02,4.267606459097897
2007-11-05,4.259523046258765
2007-11-06,4.298442468711212
2007-11-07,4.268022043955137
2007-11-08,4.259973516027246
2007-11-09,4.2203030114945745
2007-11-12,4.225830407649563
2007-11-13,4.229961919900728
2007-11-14,4.27286184861469
2007-11-15,4.251878294418326
2007-11-16,4.2388220391420655
2007-11-19,4.224669145720856
2007-11-20,4.220776521408081
2007-11-21,4.199402068104331
2007-11-22,4.212960892489935
2007-11-23,4.219307657098181
2007-11-26,4.219970065687086
2007-11-27,4.1930698935797075
2007-11-28,4.2756349660623405
2007-11-29,4.260121769206881
2007-11-30,4.283520360716197
2007-12-03,4.260493146441133
2007-12-04,4.204821128609405
2007-12-05,4.216083398025818
2007-12-06,4.246918862450955
2007-12-07,4.3275922835192135
2007-12-10,4.372102612194732
2007-12-11,4.3709870472522905
2007-12-12,4.420169426771354
2007-12-13,4.4123179880851255
2007-12-14,4.395178172664849
2007-12-17,4.397160787804444
2007-12-18,4.409733370842342
2007-12-19,4.3923907766543016
2007-12-20,4.386272229441149
2007-12-21,4.401574939705345
2007-12-24,4.401490458505205
2007-12-27,4.452883957038296
2007-12-28,4.428518367475358
2007-12-31,4.430709255688682
2008-01-02,4.383923871797172
2008-01-03,4.320834469446944
2008-01-04,4.275757131697025
2008-01-07,4.274769526886399
2008-01-08,4.276482823113581
2008-01-09,4.251167887679671
2008-01-10,4.248071516076547
2008-01-11,4.245318606491357
2008-01-14,4.202014668044502
2008-01-15,4.183526520621146
2008-01-16,4.175717405477473
2008-01-17,4.168917556758297
2008-01-18,4.150170625880458
2008-01-21,4.106636401461317
2008-01-22,4.148789858696359
2008-01-23,4.132535534345015
2008-01-24,4.183198780881377
2008-01-25,4.2113405510268285
2008-01-28,4.156089571507017
2008-01-29,4.170558147058479
2008-01-30,4.208551678790141
2008-01-31,4.126369587293719
2008-02-01,4.120599300671268
2008-02-04,4.106766654638827
2008-02-05,4.049317559970383
2008-02-06,4.069545968814676
2008-02-07,4.066424752233544
2008-02-08,4.069265523274307
2008-02-11,4.054384237419064
2008-02-12,4.131402813070439
2008-02-13,4.160921637924724
2008-02-14,4.201108248420357
2008-02-15,4.176047011001562
2008-02-18,4.22509550837012
2008-02-19,4.2293706499213535
2008-02-20,4.2324399144493725
2008-02-21,4.259867335080367
2008-02-22,4.217679846031004
2008-02-25,4.242435613708867
2008-02-26,4.298511957307285
2008-02-27,4.2981706693096235
2008-02-28,4.25778369252519
2008-02-29,4.158472883218506
2008-03-03,4.117092638532849
2008-03-04,4.12985161821494
2008-03-05,4.174168516908951
2008-03-06,4.182815493359932
2008-03-07,4.179493277786327
2008-03-10,4.159420544185413
2008-03-11,4.163343830020234
2008-03-12,4.128753081094985
2008-03-13,4.102255387584317
2008-03-14,4.118695654418377
2008-03-17,4.124923584901525
2008-03-18,4.162805010135004
2008-03-19,4.129638696815006
2008-03-20,4.098285665915635
