dep;jour;incid_hosp;incid_rea;incid_dc;incid_rad
44;15/06/2020;0;0;0;1
44;16/06/2020;3;0;0;5
44;17/06/2020;7;2;0;5
44;18/06/2020;1;0;1;1
44;19/06/2020;1;0;0;7
44;20/06/2020;0;0;0;2
44;21/06/2020;0;0;0;0
44;22/06/2020;6;1;0;11
44;23/06/2020;3;1;0;3
44;24/06/2020;1;0;1;8
44;25/06/2020;1;0;0;2
44;26/06/2020;0;0;0;2
44;27/06/2020;0;0;0;0
44;28/06/2020;0;0;0;0
44;29/06/2020;1;0;0;4
44;30/06/2020;1;0;0;3
44;01/07/2020;0;0;1;3
44;02/07/2020;0;0;1;0
44;03/07/2020;1;1;0;1
44;04/07/2020;0;0;0;0
44;05/07/2020;0;0;0;0
44;06/07/2020;1;0;0;5
44;07/07/2020;0;0;0;0
44;08/07/2020;0;0;0;0
44;09/07/2020;1;0;0;3
44;10/07/2020;3;0;0;4
44;11/07/2020;0;0;0;0
44;12/07/2020;0;0;0;0
44;13/07/2020;0;0;0;1
44;14/07/2020;0;0;0;0
44;15/07/2020;1;0;0;0
44;16/07/2020;5;0;0;0
44;17/07/2020;2;0;0;0
44;18/07/2020;0;0;0;0
44;19/07/2020;0;0;0;0
44;20/07/2020;1;0;0;2
44;21/07/2020;1;0;3;6
44;22/07/2020;0;0;1;17
44;23/07/2020;1;0;0;0
44;24/07/2020;1;0;0;1
44;25/07/2020;1;0;0;0
44;26/07/2020;0;0;0;0
44;27/07/2020;0;0;0;1
44;28/07/2020;0;0;0;0
44;29/07/2020;0;0;0;1
44;30/07/2020;1;0;0;1
44;31/07/2020;0;0;0;0
44;01/08/2020;0;0;0;0
44;02/08/2020;0;0;0;0
44;03/08/2020;3;0;0;1
44;04/08/2020;1;0;0;1
44;05/08/2020;1;0;0;2
44;06/08/2020;6;2;0;2
44;07/08/2020;4;0;0;1
44;08/08/2020;0;0;0;0
44;09/08/2020;0;0;0;0
44;10/08/2020;6;1;1;1
44;11/08/2020;1;1;0;1
44;12/08/2020;3;0;1;3
44;13/08/2020;4;2;0;2
44;14/08/2020;1;0;0;3
44;15/08/2020;2;0;0;0
44;16/08/2020;0;0;0;0
44;17/08/2020;2;0;1;1
44;18/08/2020;4;0;0;2
44;19/08/2020;3;1;1;1
44;20/08/2020;1;0;0;3
44;21/08/2020;0;1;0;2
44;22/08/2020;1;0;0;0
44;23/08/2020;0;0;0;0
44;24/08/2020;2;1;0;3
44;25/08/2020;2;1;0;0
44;26/08/2020;1;0;0;2
44;27/08/2020;5;1;0;5
44;28/08/2020;0;0;2;0
44;29/08/2020;0;0;0;0
44;30/08/2020;0;0;0;0
44;31/08/2020;1;0;0;1
44;01/09/2020;1;0;0;3
44;02/09/2020;1;0;0;2
44;03/09/2020;4;1;0;3
44;04/09/2020;0;0;0;1
44;05/09/2020;2;0;1;0
44;06/09/2020;0;0;0;0
44;07/09/2020;6;2;1;2
44;08/09/2020;1;0;0;0
44;09/09/2020;1;0;0;3
44;10/09/2020;3;0;0;0
44;11/09/2020;5;0;0;3
44;12/09/2020;0;0;0;0
44;13/09/2020;0;0;0;0
44;14/09/2020;13;1;0;5
44;15/09/2020;3;0;0;1
44;16/09/2020;3;2;1;4
44;17/09/2020;7;2;2;4
44;18/09/2020;7;1;0;6
44;19/09/2020;1;0;0;2
44;20/09/2020;0;0;0;0
44;21/09/2020;8;2;1;3
44;22/09/2020;10;2;0;2
44;23/09/2020;9;1;0;4
44;24/09/2020;11;3;0;6
44;25/09/2020;7;3;0;2
44;26/09/2020;9;0;0;6
44;27/09/2020;0;0;0;2
44;28/09/2020;2;1;0;2
44;29/09/2020;8;0;0;7
44;30/09/2020;5;4;0;7
44;01/10/2020;3;0;2;7
44;02/10/2020;6;0;1;3
44;03/10/2020;6;1;1;7
44;04/10/2020;1;0;0;1
44;05/10/2020;4;1;0;0
44;06/10/2020;8;0;3;2
44;07/10/2020;11;1;0;5
44;08/10/2020;9;1;1;3
44;09/10/2020;11;1;1;8
44;10/10/2020;6;1;1;3
44;11/10/2020;4;0;1;2
44;12/10/2020;9;4;2;1
44;13/10/2020;13;3;1;10
44;14/10/2020;11;1;3;8
44;15/10/2020;12;2;1;3
44;16/10/2020;9;6;0;8
44;17/10/2020;14;1;0;5
44;18/10/2020;19;6;0;3
44;19/10/2020;11;4;0;4
44;20/10/2020;11;2;1;8
44;21/10/2020;15;3;2;6
44;22/10/2020;10;1;2;6
44;23/10/2020;18;0;2;10
44;24/10/2020;15;1;1;9
44;25/10/2020;27;1;1;6
44;26/10/2020;35;8;0;4
44;27/10/2020;24;7;1;5
44;28/10/2020;31;3;3;21
44;29/10/2020;29;6;0;12
44;30/10/2020;24;3;1;16
44;31/10/2020;31;5;1;13
44;01/11/2020;17;2;3;1
44;02/11/2020;17;4;6;1
44;03/11/2020;31;5;11;17
44;04/11/2020;33;3;4;15
44;05/11/2020;34;5;3;17
44;06/11/2020;29;5;1;30
44;07/11/2020;40;3;4;15
44;08/11/2020;14;1;3;7
44;09/11/2020;32;8;8;12
44;10/11/2020;35;6;6;14
44;11/11/2020;29;3;3;23
44;12/11/2020;20;4;8;20
44;13/11/2020;38;4;7;28
44;14/11/2020;24;1;3;14
44;15/11/2020;36;3;7;14
44;16/11/2020;16;4;4;13
44;17/11/2020;25;2;3;31
44;18/11/2020;30;3;6;22
44;19/11/2020;19;2;2;21
44;20/11/2020;22;2;8;28
44;21/11/2020;14;2;4;19
44;22/11/2020;6;1;4;6
44;23/11/2020;29;3;6;10
44;24/11/2020;31;5;6;50
44;25/11/2020;7;3;4;29
44;26/11/2020;14;1;4;26
44;27/11/2020;10;3;5;16
44;28/11/2020;21;0;1;22
44;29/11/2020;6;1;3;4
44;30/11/2020;8;0;1;1
44;01/12/2020;25;0;2;23
44;02/12/2020;9;1;4;13
44;03/12/2020;8;1;3;15
44;04/12/2020;11;1;3;11
44;05/12/2020;10;0;1;7
44;06/12/2020;4;1;2;1
44;07/12/2020;5;0;0;4
45;19/03/2020;12;3;0;2
45;20/03/2020;11;1;0;0
45;21/03/2020;6;2;1;1
45;22/03/2020;10;6;0;4
45;23/03/2020;11;4;1;4
45;24/03/2020;0;0;0;0
45;25/03/2020;20;5;0;5
45;26/03/2020;17;7;2;5
45;27/03/2020;8;1;1;2
45;28/03/2020;26;5;2;3
45;29/03/2020;33;8;2;3
45;30/03/2020;34;4;3;6
45;31/03/2020;18;7;2;3
45;01/04/2020;33;12;1;8
45;02/04/2020;32;8;2;12
45;03/04/2020;38;14;4;11
45;04/04/2020;31;3;1;21
45;05/04/2020;18;1;2;12
45;06/04/2020;26;7;2;10
45;07/04/2020;24;5;2;18
45;08/04/2020;32;10;1;16
45;09/04/2020;28;5;4;18
45;10/04/2020;29;5;2;22
45;11/04/2020;33;1;5;17
45;12/04/2020;18;1;1;8
45;13/04/2020;20;7;1;12
45;14/04/2020;16;5;3;8
45;15/04/2020;22;5;4;24
45;16/04/2020;23;1;1;28
45;17/04/2020;12;6;0;14
45;18/04/2020;13;4;4;16
45;19/04/2020;12;4;2;5
45;20/04/2020;5;0;2;4
45;21/04/2020;10;0;1;15
45;22/04/2020;16;4;3;8
45;23/04/2020;12;3;0;12
45;24/04/2020;6;3;2;4
45;25/04/2020;5;2;1;8
45;26/04/2020;1;1;2;1
45;27/04/2020;10;3;1;3
45;28/04/2020;11;4;2;17
45;29/04/2020;3;1;3;12
45;30/04/2020;13;4;0;8
45;01/05/2020;14;1;1;5
45;02/05/2020;2;0;0;1
45;03/05/2020;4;2;1;1
45;04/05/2020;5;0;1;5
45;05/05/2020;15;2;0;18
45;06/05/2020;3;0;3;16
45;07/05/2020;3;1;1;10
45;08/05/2020;4;0;2;14
45;09/05/2020;1;0;0;1
45;10/05/2020;0;0;0;0
45;11/05/2020;4;2;1;3
45;12/05/2020;3;2;1;9
45;13/05/2020;1;1;1;6
45;14/05/2020;2;2;2;8
45;15/05/2020;4;0;1;8
45;16/05/2020;0;0;2;7
45;17/05/2020;0;0;0;2
45;18/05/2020;0;0;0;3
45;19/05/2020;2;1;1;6
45;20/05/2020;2;1;1;4
45;21/05/2020;0;0;1;6
45;22/05/2020;0;0;0;2
45;23/05/2020;1;1;1;2
45;24/05/2020;0;0;0;0
45;25/05/2020;4;0;0;0
45;26/05/2020;0;0;1;10
45;27/05/2020;0;0;0;1
45;28/05/2020;1;0;0;7
45;29/05/2020;1;0;3;3
45;30/05/2020;0;0;0;0
45;31/05/2020;0;0;0;1
45;01/06/2020;0;0;0;0
45;02/06/2020;0;0;0;2
45;03/06/2020;2;2;2;2
45;04/06/2020;1;0;0;1
45;05/06/2020;1;0;0;8
45;06/06/2020;1;0;0;3
45;07/06/2020;1;0;0;2
45;08/06/2020;1;0;0;0
45;09/06/2020;0;0;0;6
45;10/06/2020;0;0;0;6
45;11/06/2020;0;0;0;0
45;12/06/2020;0;0;2;2
45;13/06/2020;1;0;0;0
45;14/06/2020;0;0;0;0
45;15/06/2020;0;0;0;0
45;16/06/2020;0;0;0;3
45;17/06/2020;1;0;0;1
45;18/06/2020;0;0;1;1
45;19/06/2020;0;0;0;1
45;20/06/2020;1;0;0;0
45;21/06/2020;0;0;0;0
45;22/06/2020;0;1;0;9
45;23/06/2020;1;0;0;3
45;24/06/2020;0;0;0;2
45;25/06/2020;0;0;1;0
45;26/06/2020;1;0;0;2
45;27/06/2020;1;0;0;1
45;28/06/2020;0;0;0;0
45;29/06/2020;0;0;0;0
45;30/06/2020;0;0;0;0
45;01/07/2020;1;0;1;3
45;02/07/2020;1;0;0;2
45;03/07/2020;2;0;0;0
45;04/07/2020;0;0;0;0
45;05/07/2020;1;0;0;1
45;06/07/2020;0;0;0;0
45;07/07/2020;0;0;0;0
45;08/07/2020;0;0;0;4
45;09/07/2020;0;0;0;0
45;10/07/2020;1;1;0;1
45;11/07/2020;0;0;0;0
45;12/07/2020;0;0;0;0
45;13/07/2020;0;0;0;0
45;14/07/2020;0;0;0;0
45;15/07/2020;0;0;0;0
45;16/07/2020;2;0;0;10
45;17/07/2020;0;0;0;0
45;18/07/2020;0;0;0;0
45;19/07/2020;0;0;0;0
45;20/07/2020;0;0;0;0
45;21/07/2020;0;0;0;1
45;22/07/2020;2;1;0;0
45;23/07/2020;1;0;0;4
45;24/07/2020;0;0;0;1
45;25/07/2020;0;0;0;0
45;26/07/2020;0;0;0;0
45;27/07/2020;0;0;0;4
45;28/07/2020;0;0;0;1
45;29/07/2020;1;0;0;1
45;30/07/2020;1;0;0;7
45;31/07/2020;0;0;0;0
45;01/08/2020;2;2;0;0
45;02/08/2020;1;0;0;1
45;03/08/2020;0;0;0;0
45;04/08/2020;0;0;0;1
45;05/08/2020;2;0;0;0
45;06/08/2020;0;0;0;1
45;07/08/2020;0;0;0;10
45;08/08/2020;0;0;0;0
45;09/08/2020;0;0;0;0
45;10/08/2020;1;0;0;0
45;11/08/2020;5;1;0;1
45;12/08/2020;0;0;0;0
45;13/08/2020;2;3;0;1
45;14/08/2020;2;0;0;1
45;15/08/2020;0;0;0;1
45;16/08/2020;0;0;0;0
45;17/08/2020;3;0;0;3
45;18/08/2020;1;1;0;0
45;19/08/2020;0;0;0;4
45;20/08/2020;0;0;0;2
45;21/08/2020;7;3;1;1
45;22/08/2020;0;0;0;1
45;23/08/2020;0;0;0;0
45;24/08/2020;0;0;0;2
45;25/08/2020;7;3;0;1
45;26/08/2020;0;0;0;4
45;27/08/2020;0;1;0;1
45;28/08/2020;3;0;0;4
45;29/08/2020;0;0;0;0
45;30/08/2020;0;0;0;0
45;31/08/2020;0;0;0;2
45;01/09/2020;7;1;0;2
45;02/09/2020;3;2;0;1
45;03/09/2020;0;0;0;4
45;04/09/2020;1;0;1;0
45;05/09/2020;0;0;0;1
45;06/09/2020;0;0;0;0
45;07/09/2020;4;3;1;0
45;08/09/2020;0;0;0;2
45;09/09/2020;1;0;0;2
45;10/09/2020;4;0;0;1
45;11/09/2020;2;1;0;2
45;12/09/2020;3;1;0;0
45;13/09/2020;0;0;0;0
45;14/09/2020;4;2;0;6
45;15/09/2020;1;0;0;3
45;16/09/2020;1;0;0;1
45;17/09/2020;1;0;0;0
45;18/09/2020;6;1;0;5
45;19/09/2020;0;0;0;0
45;20/09/2020;0;0;0;0
45;21/09/2020;12;3;0;1
45;22/09/2020;3;0;0;1
45;23/09/2020;5;2;1;3
45;24/09/2020;4;1;0;0
45;25/09/2020;1;1;0;1
45;26/09/2020;5;0;1;8
45;27/09/2020;0;0;0;0
45;28/09/2020;1;0;0;0
45;29/09/2020;0;0;0;5
45;30/09/2020;9;0;0;4
45;01/10/2020;5;1;2;3
45;02/10/2020;6;1;0;2
45;03/10/2020;2;1;1;1
45;04/10/2020;0;0;1;1
45;05/10/2020;8;2;1;1
45;06/10/2020;4;4;0;5
45;07/10/2020;2;1;0;4
45;08/10/2020;3;0;1;3
45;09/10/2020;11;3;0;2
45;10/10/2020;1;0;0;1
45;11/10/2020;2;1;0;0
45;12/10/2020;5;1;0;3
45;13/10/2020;0;0;0;1
45;14/10/2020;8;1;0;5
45;15/10/2020;5;5;0;5
45;16/10/2020;21;6;0;6
45;17/10/2020;8;0;0;5
45;18/10/2020;1;2;0;0
45;19/10/2020;10;3;0;2
45;20/10/2020;8;5;0;8
45;21/10/2020;24;2;0;8
45;22/10/2020;10;2;1;1
45;23/10/2020;12;6;2;1
45;24/10/2020;11;2;1;8
45;25/10/2020;3;0;0;0
45;26/10/2020;15;5;1;3
45;27/10/2020;17;4;2;9
45;28/10/2020;33;4;0;4
45;29/10/2020;29;3;1;21
45;30/10/2020;10;3;1;4
45;31/10/2020;13;0;1;1
45;01/11/2020;5;1;2;7
45;02/11/2020;20;9;1;11
45;03/11/2020;19;13;3;12
45;04/11/2020;20;6;1;10
45;05/11/2020;27;14;8;10
45;06/11/2020;17;4;3;9
45;07/11/2020;18;5;0;11
45;08/11/2020;8;2;3;3
45;09/11/2020;25;5;4;11
45;10/11/2020;19;3;3;10
45;11/11/2020;22;2;0;23
45;12/11/2020;43;6;4;12
45;13/11/2020;28;7;0;21
45;14/11/2020;20;8;2;20
45;15/11/2020;5;2;1;2
45;16/11/2020;20;7;1;5
45;17/11/2020;36;8;6;27
45;18/11/2020;13;3;2;6
45;19/11/2020;24;9;8;25
45;20/11/2020;13;5;0;20
45;21/11/2020;1;0;1;18
45;22/11/2020;3;1;0;5
45;23/11/2020;4;4;2;8
45;24/11/2020;21;3;3;21
45;25/11/2020;11;7;3;10
45;26/11/2020;11;2;1;8
45;27/11/2020;15;5;3;23
45;28/11/2020;3;1;1;8
45;29/11/2020;3;1;5;3
45;30/11/2020;7;3;1;0
45;01/12/2020;10;3;2;11
45;02/12/2020;13;2;2;15
45;03/12/2020;9;1;3;19
45;04/12/2020;1;1;1;8
45;05/12/2020;2;0;2;4
45;06/12/2020;6;1;1;3
45;07/12/2020;17;4;2;5
46;19/03/2020;1;0;0;1
46;20/03/2020;0;0;0;0
46;21/03/2020;4;0;0;3
46;22/03/2020;0;0;0;0
46;23/03/2020;0;0;0;0
46;24/03/2020;0;0;0;0
46;25/03/2020;1;1;0;0
46;26/03/2020;1;0;0;1
46;27/03/2020;0;0;0;0
46;28/03/2020;1;1;0;0
46;29/03/2020;4;1;0;2
46;30/03/2020;0;0;0;0
46;31/03/2020;0;0;0;0
46;01/04/2020;12;1;0;6
46;02/04/2020;5;3;0;1
46;03/04/2020;9;0;0;3
46;04/04/2020;0;0;0;2
46;05/04/2020;0;0;0;3
46;06/04/2020;9;1;0;8
46;07/04/2020;7;0;0;7
46;08/04/2020;5;1;1;6
46;09/04/2020;7;0;0;4
46;10/04/2020;5;0;1;6
46;11/04/2020;6;2;0;4
46;12/04/2020;0;0;0;0
46;13/04/2020;0;0;0;0
46;14/04/2020;7;0;2;0
46;15/04/2020;3;0;2;3
46;16/04/2020;2;0;0;1
46;17/04/2020;9;0;1;8
46;18/04/2020;26;0;0;26
46;19/04/2020;4;0;1;2
46;20/04/2020;17;1;3;13
46;21/04/2020;10;2;2;5
46;22/04/2020;3;0;1;3
46;23/04/2020;1;0;0;3
46;24/04/2020;10;0;1;10
46;25/04/2020;0;0;0;0
46;26/04/2020;0;0;0;0
46;27/04/2020;1;0;1;2
46;28/04/2020;3;0;1;5
46;29/04/2020;0;0;0;3
46;30/04/2020;1;0;0;4
46;01/05/2020;3;0;0;0
46;02/05/2020;8;0;9;0
46;03/05/2020;0;0;0;0
46;04/05/2020;0;0;0;0
46;05/05/2020;0;0;0;3
46;06/05/2020;2;0;1;1
46;07/05/2020;1;0;0;0
46;08/05/2020;1;0;0;0
46;09/05/2020;0;0;0;0
46;10/05/2020;0;0;0;0
46;11/05/2020;1;0;0;1
46;12/05/2020;0;0;0;0
46;13/05/2020;2;0;0;3
46;14/05/2020;0;0;0;0
46;15/05/2020;0;0;0;2
46;16/05/2020;0;0;0;0
46;17/05/2020;0;0;0;0
46;18/05/2020;2;1;0;0
46;19/05/2020;0;0;0;0
46;20/05/2020;0;0;0;0
46;21/05/2020;0;0;1;2
46;22/05/2020;0;0;1;0
46;23/05/2020;0;0;0;1
46;24/05/2020;2;0;0;0
46;25/05/2020;0;0;0;0
46;26/05/2020;0;0;0;0
46;27/05/2020;0;0;0;0
46;28/05/2020;2;0;0;1
46;29/05/2020;0;0;0;0
46;30/05/2020;0;0;0;0
46;31/05/2020;1;0;0;1
46;01/06/2020;1;0;0;0
46;02/06/2020;0;0;0;1
46;03/06/2020;0;0;0;0
46;04/06/2020;2;1;0;1
46;05/06/2020;0;0;0;2
46;06/06/2020;0;0;0;0
46;07/06/2020;0;0;0;0
46;08/06/2020;0;0;0;0
46;09/06/2020;0;0;0;0
46;10/06/2020;0;0;0;0
46;11/06/2020;0;0;0;0
46;12/06/2020;0;0;0;0
46;13/06/2020;0;0;0;0
46;14/06/2020;0;0;0;0
46;15/06/2020;0;0;0;0
46;16/06/2020;0;0;0;0
46;17/06/2020;0;0;0;0
46;18/06/2020;0;0;0;0
46;19/06/2020;0;0;0;0
46;20/06/2020;0;0;0;0
46;21/06/2020;0;0;0;0
46;22/06/2020;0;0;0;0
46;23/06/2020;0;0;0;0
46;24/06/2020;0;0;0;0
46;25/06/2020;0;0;0;0
46;26/06/2020;0;0;0;0
46;27/06/2020;0;0;0;0
46;28/06/2020;0;0;0;0
46;29/06/2020;0;0;0;0
46;30/06/2020;0;0;0;0
46;01/07/2020;0;0;0;0
46;02/07/2020;0;0;0;1
46;03/07/2020;0;0;0;0
46;04/07/2020;0;0;0;0
46;05/07/2020;0;0;0;0
46;06/07/2020;0;0;0;0
46;07/07/2020;0;0;0;0
46;08/07/2020;0;0;0;0
46;09/07/2020;0;0;0;0
46;10/07/2020;0;0;0;0
46;11/07/2020;0;0;0;0
46;12/07/2020;0;0;0;0
46;13/07/2020;0;0;0;0
46;14/07/2020;0;0;0;0
46;15/07/2020;0;0;0;0
46;16/07/2020;0;0;0;0
46;17/07/2020;0;0;0;0
46;18/07/2020;0;0;0;0
46;19/07/2020;0;0;0;0
46;20/07/2020;0;0;0;0
46;21/07/2020;0;0;0;0
46;22/07/2020;0;0;0;0
46;23/07/2020;0;0;0;0
46;24/07/2020;0;0;0;0
46;25/07/2020;0;0;0;0
46;26/07/2020;0;0;0;0
46;27/07/2020;0;0;0;0
46;28/07/2020;0;0;0;0
46;29/07/2020;0;0;0;0
46;30/07/2020;0;0;0;0
46;31/07/2020;0;0;0;0
46;01/08/2020;0;0;0;0
46;02/08/2020;0;0;0;0
46;03/08/2020;0;0;0;0
46;04/08/2020;0;0;0;0
46;05/08/2020;0;0;0;0
46;06/08/2020;0;0;0;0
46;07/08/2020;0;0;0;0
46;08/08/2020;0;0;0;0
46;09/08/2020;0;0;0;0
46;10/08/2020;0;0;0;0
46;11/08/2020;0;0;0;0
46;12/08/2020;0;0;0;0
46;13/08/2020;0;0;0;0
46;14/08/2020;0;0;0;0
46;15/08/2020;0;0;0;0
46;16/08/2020;0;0;0;0
46;17/08/2020;0;0;0;0
46;18/08/2020;1;0;0;0
46;19/08/2020;0;0;0;0
46;20/08/2020;0;0;0;0
46;21/08/2020;0;0;0;0
46;22/08/2020;0;0;0;0
46;23/08/2020;0;0;0;0
46;24/08/2020;0;0;0;0
46;25/08/2020;0;0;0;0
46;26/08/2020;0;0;0;0
46;27/08/2020;0;0;0;0
46;28/08/2020;0;0;0;0
46;29/08/2020;0;0;0;0
46;30/08/2020;0;0;0;0
46;31/08/2020;0;0;0;0
46;01/09/2020;0;0;0;0
46;02/09/2020;0;0;0;0
46;03/09/2020;0;0;0;0
46;04/09/2020;0;0;0;0
46;05/09/2020;0;0;0;0
46;06/09/2020;0;0;0;0
46;07/09/2020;0;0;0;1
46;08/09/2020;0;0;0;0
46;09/09/2020;1;0;0;1
46;10/09/2020;0;0;0;0
46;11/09/2020;0;0;0;0
46;12/09/2020;0;0;0;0
46;13/09/2020;0;0;0;0
46;14/09/2020;1;0;0;0
46;15/09/2020;0;0;0;0
46;16/09/2020;0;0;0;0
46;17/09/2020;0;0;0;0
46;18/09/2020;0;0;0;0
46;19/09/2020;0;0;0;0
46;20/09/2020;0;0;0;0
46;21/09/2020;0;0;0;0
46;22/09/2020;0;0;0;0
46;23/09/2020;0;0;0;0
46;24/09/2020;0;0;0;0
46;25/09/2020;0;0;0;0
46;26/09/2020;0;0;0;0
46;27/09/2020;0;0;0;0
46;28/09/2020;0;0;0;0
46;29/09/2020;0;0;0;0
46;30/09/2020;1;0;0;0
46;01/10/2020;2;0;0;0
46;02/10/2020;2;1;0;0
46;03/10/2020;0;0;0;0
46;04/10/2020;0;0;0;0
46;05/10/2020;0;0;0;1
46;06/10/2020;0;0;0;0
46;07/10/2020;0;0;0;0
46;08/10/2020;0;0;0;0
46;09/10/2020;0;0;0;0
46;10/10/2020;0;0;0;1
46;11/10/2020;0;0;0;0
46;12/10/2020;1;0;0;0
46;13/10/2020;0;0;0;1
46;14/10/2020;0;0;0;0
46;15/10/2020;1;1;0;0
46;16/10/2020;1;0;0;0
46;17/10/2020;0;0;0;0
46;18/10/2020;0;0;0;0
46;19/10/2020;1;0;0;0
46;20/10/2020;1;0;0;1
46;21/10/2020;0;0;0;0
46;22/10/2020;3;1;0;0
46;23/10/2020;0;0;0;2
46;24/10/2020;1;0;0;0
46;25/10/2020;2;0;0;0
46;26/10/2020;1;0;0;0
46;27/10/2020;2;1;0;1
46;28/10/2020;0;0;0;0
46;29/10/2020;4;0;0;2
46;30/10/2020;3;0;0;0
46;31/10/2020;6;1;1;2
46;01/11/2020;6;0;1;2
46;02/11/2020;2;2;0;1
46;03/11/2020;1;1;0;2
46;04/11/2020;2;0;0;1
46;05/11/2020;2;1;1;1
46;06/11/2020;1;0;1;2
46;07/11/2020;2;0;0;1
46;08/11/2020;2;0;0;0
46;09/11/2020;2;0;1;1
46;10/11/2020;1;0;0;3
46;11/11/2020;2;1;0;0
46;12/11/2020;4;0;0;0
46;13/11/2020;4;0;2;2
46;14/11/2020;3;1;0;1
46;15/11/2020;3;1;1;0
46;16/11/2020;4;1;1;1
46;17/11/2020;2;1;1;2
46;18/11/2020;2;0;0;3
46;19/11/2020;11;3;1;0
46;20/11/2020;2;0;0;1
46;21/11/2020;5;0;0;2
46;22/11/2020;2;0;0;0
46;23/11/2020;0;1;2;0
46;24/11/2020;3;0;2;4
46;25/11/2020;1;0;0;2
46;26/11/2020;1;0;0;4
46;27/11/2020;1;0;0;4
46;28/11/2020;2;0;0;2
46;29/11/2020;1;0;0;0
46;30/11/2020;0;0;1;0
46;01/12/2020;13;0;0;0
46;02/12/2020;1;0;1;3
46;03/12/2020;2;0;2;3
46;04/12/2020;5;0;1;1
46;05/12/2020;1;0;0;1
46;06/12/2020;0;0;1;0
46;07/12/2020;1;0;1;2
47;19/03/2020;0;0;0;0
47;20/03/2020;0;0;0;0
47;21/03/2020;3;0;0;0
47;22/03/2020;2;1;0;0
47;23/03/2020;5;2;1;0
47;24/03/2020;3;0;1;1
47;25/03/2020;3;0;0;1
47;26/03/2020;2;2;2;1
47;27/03/2020;2;2;0;1
47;28/03/2020;8;3;0;0
47;29/03/2020;2;0;0;0
47;30/03/2020;3;1;0;2
47;31/03/2020;0;0;0;2
47;01/04/2020;4;0;0;0
47;02/04/2020;1;1;0;0
47;03/04/2020;2;0;0;3
47;04/04/2020;1;0;0;1
47;05/04/2020;2;0;0;0
47;06/04/2020;0;0;0;0
47;07/04/2020;2;0;0;3
47;08/04/2020;0;0;0;1
47;09/04/2020;1;0;1;0
47;10/04/2020;0;0;0;1
47;11/04/2020;0;0;0;0
47;12/04/2020;3;0;0;1
47;13/04/2020;0;0;0;0
47;14/04/2020;3;0;0;1
47;15/04/2020;3;0;0;6
47;16/04/2020;3;0;0;3
47;17/04/2020;5;0;1;3
47;18/04/2020;3;0;0;1
47;19/04/2020;3;0;0;1
47;20/04/2020;0;0;0;0
47;21/04/2020;2;0;0;0
47;22/04/2020;1;0;0;0
47;23/04/2020;0;0;0;0
47;24/04/2020;0;0;0;3
47;25/04/2020;0;0;0;2
47;26/04/2020;1;1;0;0
47;27/04/2020;1;0;0;0
47;28/04/2020;0;0;0;1
47;29/04/2020;3;0;0;3
47;30/04/2020;1;0;2;1
47;01/05/2020;0;0;0;0
47;02/05/2020;0;0;0;0
47;03/05/2020;0;0;0;0
47;04/05/2020;0;0;1;0
47;05/05/2020;0;0;0;1
47;06/05/2020;3;0;0;2
47;07/05/2020;3;0;0;6
47;08/05/2020;0;0;0;5
47;09/05/2020;0;0;0;0
47;10/05/2020;1;0;0;0
47;11/05/2020;2;0;0;0
47;12/05/2020;0;0;0;0
47;13/05/2020;0;0;0;0
47;14/05/2020;0;0;0;1
47;15/05/2020;1;0;0;0
47;16/05/2020;1;0;1;1
47;17/05/2020;0;0;0;0
47;18/05/2020;0;0;0;0
47;19/05/2020;0;0;0;1
47;20/05/2020;0;0;0;2
47;21/05/2020;0;0;0;0
47;22/05/2020;0;0;0;1
47;23/05/2020;0;0;0;1
47;24/05/2020;1;0;0;0
47;25/05/2020;2;0;0;0
47;26/05/2020;0;0;0;1
47;27/05/2020;0;0;0;0
47;28/05/2020;1;0;0;0
47;29/05/2020;0;0;0;1
47;30/05/2020;0;0;0;2
47;31/05/2020;0;0;0;0
47;01/06/2020;0;0;0;0
47;02/06/2020;0;0;0;0
47;03/06/2020;0;0;0;1
47;04/06/2020;0;0;0;7
47;05/06/2020;0;0;0;0
47;06/06/2020;0;0;0;0
47;07/06/2020;0;0;0;0
47;08/06/2020;0;0;0;1
47;09/06/2020;0;0;0;3
47;10/06/2020;1;1;1;0
47;11/06/2020;0;0;0;0
47;12/06/2020;0;0;0;0
47;13/06/2020;0;0;0;0
47;14/06/2020;1;0;0;1
47;15/06/2020;0;0;0;0
47;16/06/2020;1;0;0;0
47;17/06/2020;1;0;0;0
47;18/06/2020;0;0;0;0
47;19/06/2020;0;0;0;0
47;20/06/2020;0;0;0;0
47;21/06/2020;0;0;0;0
47;22/06/2020;0;0;0;0
47;23/06/2020;0;0;0;1
47;24/06/2020;0;0;0;2
47;25/06/2020;0;0;0;0
47;26/06/2020;0;0;0;0
47;27/06/2020;0;0;0;1
47;28/06/2020;0;0;0;0
47;29/06/2020;0;0;0;0
47;30/06/2020;0;0;0;1
47;01/07/2020;0;0;0;0
47;02/07/2020;0;0;0;0
47;03/07/2020;0;0;0;0
47;04/07/2020;0;0;1;0
47;05/07/2020;0;0;0;0
47;06/07/2020;0;0;0;0
47;07/07/2020;0;0;0;0
47;08/07/2020;0;0;0;0
47;09/07/2020;0;0;0;0
47;10/07/2020;0;0;0;0
47;11/07/2020;0;0;0;0
47;12/07/2020;0;0;0;0
47;13/07/2020;0;0;0;0
